adduct,n_mer,charge,mass_shift
[M+H-CH2Cl2O]+,1,1,-98.9409935919
[M+H-CHNS]+,1,1,-57.97569326989999
[M-H-C2F2O2]-,1,-1,-94.99391213210001
[M+H-C4H7NO2]+,1,1,-100.0404020119
[M+H+2i-C7H11NO]+,1,1,-122.0700775199
[M-H-C8H4F2O]-,1,-1,-155.0302976401
[M+H+2i-C7H6N2S]+,1,1,-147.0111824299
[M-H-C8H13N]-,1,-1,-124.11207586809999
[M+H-C16H28O3]+,1,1,-267.19656830389994
[M+H-H3Cl2O]+,1,1,-87.9488186239
[M-H-C8H14SO]-,1,-1,-159.0838122101
[M-H-C10H13O]-,1,-1,-150.1039164881
[M+H-C10H12N2O2]+,1,1,-191.0826011719
[M+H-C16H26O2]+,1,1,-249.1860036199
[M+H-C3H10Si]+,1,1,-73.0479008679
[M+H-C5H7ClN2]+,1,1,-129.0224994519
[M+H-C13H24]+,1,1,-179.1805243159
[M+H-HCl]+,1,1,-34.969401259899996
[M+H+2i-C4H6O2]+,1,1,-83.0227929799
[M+H-CH8O5]+,1,1,-99.0298969039
[M-H-C7H12N2O]-,1,-1,-141.1022394561
[5M+NO3]-,5,-1,61.98836643989999
[M+H-C8H15NO2S]+,1,1,-188.0750729579
[M+H-C3H7O2PS2]+,1,1,-168.9552310219
[M+H-C2H4N4]+,1,1,-83.03631967589999
[M-H-C2H5]-,1,-1,-30.0464016121
[M+H+2i-CH3N]+,1,1,-26.012562643899997
[M+H-C5H12N2O]+,1,1,-115.08768655189999
[M+H-C7H6F4N4O3]+,1,1,-269.03032647989994
[2M+3Na-2H]+,2,1,66.9531091961
[M-H-C4H4S]-,1,-1,-85.0106472701
[M+H-C21H40O14]+,1,1,-515.2345295079
[M+H-C9H17NO3]+,1,1,-186.11356695189997
[M-H-C6H5]-,1,-1,-78.0464016121
[M+H-C10H10O4]+,1,1,-193.0506323479
[M+H-C13H12N2O]+,1,1,-211.0876865519
[M+H-C15H17N]+,1,1,-210.1288230919
[M+H-CH5O]+,1,1,-32.0267633279
[M+2i-H-C9H10O2]-,1,-1,-149.0686460121
[M+H-C6H4N2]+,1,1,-103.0301716759
[M+H+2i-C3H2ClNO]+,1,1,-99.9685049119
[M-H-C7H12N2O2]-,1,-1,-157.0971540761
[M+H-C11H8SO]+,1,1,-187.0223091139
[M+H-C6H5F2N]+,1,1,-128.0317291479
[M+H-C7H5F3O]+,1,1,-161.0219729879
[M-H-C12H16N2O]-,1,-1,-205.1335395841
[M+H-C11H14FN]+,1,1,-178.1037512159
[M+H-C9H8N2O2]+,1,1,-175.0513010439
[M+H-C31H50O14]+,1,1,-645.3127798279
[M+H-C3H7N]+,1,1,-56.05057277189999
[M+H-C18H34O2]+,1,1,-281.24860387589996
[M-H-C7H7BrN2O]-,1,-1,-214.9814513961
[M+H-C2H9NO3]+,1,1,-94.05096669589999
[M-H-H2O-CH3OH]-,1,-1,-51.0440564521
[M-H-C9H20]-,1,-1,-129.1637770921
[M+H-C17H26O5]+,1,1,-309.17074747989994
[M+H-CH4N2S]+,1,1,-75.00224236589999
[M+H-C6H6NO2S]+,1,1,-155.0046476699
[M+H-C10H11NS]+,1,1,-176.0539435899
[M+H-C10H12FNO]+,1,1,-180.0830157719
[M+H-C5H13NO2S]+,1,1,-150.0594228939
[M+HCOO]-,1,-1,44.998202579899996
[M+H-C5H7NS]+,1,1,-112.02264346189999
[M+H+2i-Cl]+,1,1,-31.954866227899995
[M-H-C4H12O2]-,1,-1,-93.0910060761
[M+H-C6H14O3]+,1,1,-133.08701785589997
[M-H-C2N2O4]-,1,-1,-116.9930829321
[M-H-C7H8N2O2]-,1,-1,-153.0658539481
[M+H-C7H8N2O3S]+,1,1,-199.01828635389998
[M+H-CH6NO4]+,1,1,-95.0224062199
[M-H-CH4S]-,1,-1,-49.010647270099994
[M-H-CH4ClO]-,1,-1,-68.0023438801
[M+H-C20H34O9]+,1,1,-417.21300621589995
[M+H-C8H14O2]+,1,1,-141.0921032359
[M+H-C9H9ClN4O]+,1,1,-223.0392121359
[M+H-2CH4]+,1,1,-31.055323803899995
[M+H-C2H2N2O2]+,1,1,-85.0043508519
[M+H+4i-CH5N]+,1,1,-26.021502707899995
[M+H-C6H5Cl]+,1,1,-111.0007013879
[M+H-C42H68O33]+,1,1,-1099.3570081838998
[M+H-C18H20O9]+,1,1,-379.10345576789996
[M+H-C9H8BrNO2]+,1,1,-239.9665641439
[M+H-C5H5N3O]+,1,1,-122.0359853279
[M+H+H2O]+,1,1,19.0178414521
[M+H-C3H5ClS]+,1,1,-106.97277207789999
[M-H-C8H7ClN2O2S]-,1,-1,-230.9989522861
[M+H-C4H9Cl2N]+,1,1,-140.0039281959
[M-H-CH4SO]-,1,-1,-65.0055618901
[M+H-C6H4ClO]+,1,1,-125.9877909759
[M+H-H6SO2]+,1,1,-69.0015736699
[M+H-CH7FO2]+,1,1,-69.0357312319
[M+H-C4H5N]+,1,1,-66.0349227079
[2M-H+2i]-,2,-1,0.9994335479
[M-H-C4H3NO]-,1,-1,-82.0287401681
[M+H-C14H20O10]+,1,1,-347.09837038789993
[M+H-C13H11NO2]+,1,1,-212.0717021399
[M+H-C4H5BrO]+,1,1,-146.9451004279
[M+H-C15H30O12]+,1,1,-401.16644994789993
[M+H+2i-H2Cl2]+,1,1,-68.9393689719
[M+H-C9H12O3]+,1,1,-167.07136779189997
[M+H-C10H19NO]+,1,1,-168.1393877759
[M+H-C9H8]+,1,1,-115.0553238039
[M-H-C6H4F2]-,1,-1,-115.0353830201
[M+H+2i-C3H2F3NO]+,1,1,-121.9948618919
[M+H-C17H25N3O4]+,1,1,-334.17722982789996
[M-H-C14H22O11]-,1,-1,-367.1234879761
[M+H-C9H11NO2S]+,1,1,-196.0437728299
[M-H-C9H6O4]-,1,-1,-179.0338851241
[M+H-C2HClO2]+,1,1,-90.9592304999
[M+H-C8H6Cl2O2]+,1,1,-202.9672083399
[M-H-C6H12]-,1,-1,-85.1011768361
[M+H-C4H8O]+,1,1,-71.0502384239
[M+H-C2H5SO2]+,1,1,-91.99374863789998
[M+H-C5H6O2]+,1,1,-97.0295029799
[M+H+6i-C8H18O]+,1,1,-123.1083587439
[M+H-CHF3]+,1,1,-68.9957582399
[M+H+H2O-CH4]+,1,1,2.9865413241000014
[M-H-C4H11N]-,1,-1,-74.09642580410001
[M+H-C9H14O4]+,1,1,-185.0819324759
[M+H-C10H6O4]+,1,1,-189.0193322199
[M+H-CH7NO2]+,1,1,-64.0404020119
[M+H-C10H5FN2O]+,1,1,-187.0313145479
[M+H-C9H8N4O]+,1,1,-187.0625344239
[M+H-C4H8]+,1,1,-55.055323803899995
[M+H-CF3S]+,1,1,-99.9600038979
[M-H-C8H10O3]-,1,-1,-155.07027063209998
[M+H-NH3]+,1,1,-16.019272547899998
[M-H-C5H4N4O]-,1,-1,-137.0457872001
[M+H+2i-C2H6O2]+,1,1,-59.022792979900004
[M+H-C9H16O3]+,1,1,-171.10266791989997
[M+H+2i-C8H10O]+,1,1,-119.0591784879
[M-H-C7H14O]-,1,-1,-115.1117415201
[M-H-C14H25NO11]-,1,-1,-384.1500370721
[M+H-C4H6N2]+,1,1,-81.04582173989999
[M+H-C4H3Cl2N]+,1,1,-133.9569780039
[M+H-C23H36O20]+,1,1,-631.1727170999001
[M+H+4i-C14H11NO2]+,1,1,-220.0582821399
[M+H-C17H19IO7]+,1,1,-461.0102744959
[M+H-C25H33NO10]+,1,1,-506.20316980390004
[M+H-C13H17N3O2]+,1,1,-246.1248003319
[M-H-C13H23O9]-,1,-1,-324.14148376810004
[M-H-C5H5NO2]-,1,-1,-112.0393048521
[M+H-C8H7O2]+,1,1,-134.0373280119
[M+H-NH3-C5H11NO]+,1,1,-117.1033365199
[M-H-C2H6SO4]-,1,-1,-127.00595581409999
[M+H-C4H10O5]+,1,1,-137.04554696789998
[M-H-C9H9NO]-,1,-1,-148.0756903601
[M+H-C9H16O4]+,1,1,-187.0975825399
[M+H-C10H9ClN4O]+,1,1,-235.0392121359
[M+H-C6H5N5]+,1,1,-146.0472187079
[M+H-CH2NO2]+,1,1,-59.001276851899995
[M+H-C6H3NOS2]+,1,1,-167.9583286439
[M+H-C10H12F2N2O2S]+,1,1,-261.0514783019
[M+ClO4]-,1,-1,98.9490597399
[M-H-C24H26N2O3]-,1,-1,-391.2016191441
[M+Li-2H]-,1,-1,5.0009025159
[M+H+2i-C3H7N]+,1,1,-54.043862771899995
[M+H-C6H9FO3]+,1,1,-147.0462959159
[M+H-C6H10O3]+,1,1,-129.05571772789997
[M+H-CHBrN]+,1,1,-104.9219596799
[M+H-H3P3O9]+,1,1,-238.8917151139
[M+H-C11H12F2N2O2]+,1,1,-241.0794076119
[M+H-H3PO3]+,1,1,-80.97470413389999
[M+H-C6H15N3]+,1,1,-128.11932102789999
[M+H-C10H15ClN2O]+,1,1,-213.0800143279
[M+H-C11H18N2S]+,1,1,-209.1117928139
[M+H-C6H4Cl2O]+,1,1,-160.9566436559
[3M+Ca]2+,3,2,40.076902840200006
[M+H-C15H12O6]+,1,1,-287.0561116518999
[M+2i-H-C6H2Cl2OS]-,1,-1,-190.9209071861
[M+H-C11H20]+,1,1,-151.1492241879
[M+H-C4H11N]+,1,1,-72.0818728999
[M-H-C2H4O]-,1,-1,-45.0334912001
[M+H-C18H38O]+,1,1,-269.2849893838999
[M+H-C6H13N2O2S]+,1,1,-176.0624968939
[M+H-C13H16O9]+,1,1,-315.07215563989996
[M+H-C6H6ClNOS]+,1,1,-173.9785857299
[M+CF3COO]-,1,-1,112.9855874799
[M+2i-H-CHNS]-,1,-1,-57.983536174099996
[M+H+4i-C4H11NO]+,1,1,-84.06336751990001
[M+H-CH2O3]+,1,1,-60.99311747189999
[M+H-C20H34O3]+,1,1,-321.24351849589993
[M-H-C12H16O]-,1,-1,-177.1273915841
[M+H-C3H7SO2]+,1,1,-106.00939870189998
[M+H-C8H18O6]+,1,1,-209.10306184389998
[M+H-C11H14O5]+,1,1,-225.07684709589998
[M+H-C3H6N2O2]+,1,1,-101.0356509799
[M+H-C8H5ClO3]+,1,1,-182.9854452479
[M+H+2i-CH4O]+,1,1,-29.012228547899998
[M+H-C5H13FO3]+,1,1,-139.0775960439
[M+H-C6H10O2]+,1,1,-113.0608031079
[M+H-C8H11NO2]+,1,1,-152.0717021399
[M+H-C9H16O8]+,1,1,-251.0772410199
[M-H-C15H22O]-,1,-1,-219.1743417761
[M+H-C9H8ClN3O]+,1,1,-208.0283131039
[M+H-C3H7NOS]+,1,1,-104.01755808189999
[M-H-C2H3NO2]-,1,-1,-74.0236547881
[M-H-HClS]-,1,-1,-68.9560248541
[M+H-CH10O4]+,1,1,-85.05063234789999
[M+H-45]+,1,1,1.0072764521
[M+3Na-2H]+,1,1,66.9531091961
[M-H-C11H13ClO3]-,1,-1,-229.0625984081
[M+H-C9H9N]+,1,1,-130.0662228359
[M+H+2i-C3H3N]+,1,1,-50.0125626439
[M+H+4i-CH2]+,1,1,-8.9949536119
[M-H-C11H11NO3]-,1,-1,-206.08116966409997
[M-H-C6H7N5]-,1,-1,-150.0774216761
[M-H-H2O]-,1,-1,-19.0178414521
[M-H-C4H10]-,1,-1,-59.085526772099996
[M+H-C29H34]+,1,1,-381.25877463589995
[3M+Na]+,3,1,22.989220700100002
[M+H-C10H14O3]+,1,1,-181.08701785589997
[M+H-C6H8N2O3]+,1,1,-155.04621566389997
[M+H-C2H5F]+,1,1,-47.0302519279
[M+H2O+4i-H]-,1,-1,21.0167085479
[M+2i-H-CHFO2]-,1,-1,-62.9966239441
[M-H-C7H7]-,1,-1,-92.0620516761
[M+H-C18H28O5]+,1,1,-323.18639754389994
[M-H-C8H13NO5]-,1,-1,-204.08664896809998
[M+H+2i-C7H6O]+,1,1,-103.0278783599
[M+H-C5H9F]+,1,1,-87.0615520559
[M+K-2H]+,1,1,36.947508036100004
[M-H-C9H7N3S]-,1,-1,-190.0433443661
[M+H-C8H9ClO3]+,1,1,-187.0167453759
[M+H-C16H33NO]+,1,1,-254.2489382239
[M+H-C7H7ClN2O3S]+,1,1,-232.9793140019
[M+H-C10H18O6]+,1,1,-233.10306184389998
[M+Na-4H]3-,1,-3,18.960114891699998
[M-H-C7H9NO]-,1,-1,-124.0756903601
[M+H-CH3N2O2]+,1,1,-74.0121758839
[M+H+2i-C3H6O]+,1,1,-55.0278783599
[M+K]+,1,1,38.9631581001
[M-H-C10H9N4]-,1,-1,-186.0899977401
[M+H-C3H5NS]+,1,1,-86.00699339789999
[M+H+2i-C9H9NO2]+,1,1,-160.0493420759
[M+H-C8H7NS2]+,1,1,-179.99471415189998
[M+H-C4H8SO2]+,1,1,-119.01722373389998
[M-H-C12H14O3]-,1,-1,-207.10157076009997
[M+H-C4H4N2O2]+,1,1,-111.0200009159
[M+H-C12H12O4]+,1,1,-219.0662824119
[M+H-C9H8ClNS]+,1,1,-195.9993211739
[M-H-C8H13NO]-,1,-1,-140.1069904881
[M+H-C5H7NO3S]+,1,1,-160.00738732189998
[M+H-C6H14N2O2]+,1,1,-145.0982512359
[M-H-C10H8O]-,1,-1,-145.0647913281
[M+H-C6H6SO2]+,1,1,-141.00157366989998
[M-H-C4H4O4]-,1,-1,-117.0182350601
[M+H-C2H3ClO]+,1,1,-76.9799659439
[M+H-C30H23F2N3O5S2]+,1,1,-606.0974422039001
[M-H-C5H7N5O2]-,1,-1,-170.0672509161
[M+H-C4H6O4]+,1,1,-117.0193322199
[M+H-C9H9NO]+,1,1,-146.0611374559
[M-H-C10H22]-,1,-1,-143.1794271561
[M+H-C3H10O]+,1,1,-61.0658884879
[M+H-C12H11FO4]+,1,1,-237.05686059989998
[M+H-C7H9NO]+,1,1,-122.0611374559
[M+H-C3H3N]+,1,1,-52.019272643899996
[M+H-C10H8]+,1,1,-127.0553238039
[M+H-C6H8BrN3O]+,1,1,-215.9777975239
[M-H-C7H12N2O4]-,1,-1,-189.0869833161
[M+H-C6H14N2OS]+,1,1,-161.0754073059
[M-H-C8H12]-,1,-1,-109.1011768361
[M+H-C13H16O11]+,1,1,-347.06198487989997
[M+H-C4H7NOS]+,1,1,-116.01755808189999
[M+H-CH4O4]+,1,1,-79.0036821559
[M+H-C2H3ClN2]+,1,1,-88.99119932389999
[M+H-C8H9SO4]+,1,1,-200.0148780059
[M+2i-H-C18H24N2O]-,1,-1,-283.18942984009993
[M+H+4i-C2H4O]+,1,1,-39.0055182959
[M+H-C6H12O6]+,1,1,-179.05611165189998
[M-H-C13H14N2O4]-,1,-1,-263.10263338010003
[M-H-C12H20O8]-,1,-1,-293.12309405210004
[M+H-C11H22O11]+,1,1,-329.10893507189996
[M+CHO2]-,1,-1,44.9982028519
[M+H-C14H16O6]+,1,1,-279.0874117798999
[M+H-C3H7ClO]+,1,1,-93.0112660719
[M+H+H2O-CO-H2]+,1,1,-10.9927232319
[M+H-C2HNO]+,1,1,-53.9985371999
[M-H-C8H8O]-,1,-1,-121.0647913281
[M-H-C6H4N2S]-,1,-1,-137.0167952701
[M-H-C8H6O3]-,1,-1,-151.03897050409998
[M-H-C7H11O6]-,1,-1,-192.06283952409999
[M+H-C2H8NO4P]+,1,1,-140.0118179139
[M-H-C12H14SO2]-,1,-1,-223.0787268301
[M-H-C7H5O]-,1,-1,-106.0413162321
[M+H-C17H30O14]+,1,1,-457.15627918789994
[M+H-C8H10O3]+,1,1,-153.05571772789997
[M+H-C6H3ClN2O]+,1,1,-152.9861139439
[M+H-C12H16O7]+,1,1,-271.08232639989996
[M+H-C8H8N2S]+,1,1,-163.0335424939
[M+H-C2H6O]+,1,1,-45.0345883599
[M-H-C14H31NO2]-,1,-1,-246.24275568410002
[M+H-C14H8O4]+,1,1,-239.0349822839
[M+H-C30H50O13]+,1,1,-617.3178652079
[M+H-C9H9NS]+,1,1,-162.0382935259
[M+H-C17H28O16]+,1,1,-487.13045836389995
[M+H-C11H14SO5]+,1,1,-257.04891778589996
[M+H-C13H18F3N3]+,1,1,-272.1380057839
[M+H+2i-C10H15N3]+,1,1,-174.1126110279
[M-H-NH2]-,1,-1,-17.0260005161
[M+H-C9H10ClN]+,1,1,-166.0429005479
[M+H-C4H6N2O]+,1,1,-97.0407363599
[M+H-C19H13NO]+,1,1,-270.09243758389994
[M+H-C3H4SO2]+,1,1,-102.98592360589998
[M+H-C13H17NO]+,1,1,-202.1237377119
[M+H-C21H28O8]+,1,1,-407.1711414039
[M+H-C7H13NO4]+,1,1,-174.0771814439
[M+H-C10H9BrN2O2]+,1,1,-266.97746317589997
[M+H-C3H2ClNO]+,1,1,-101.9752149119
[M+H-C28H50O25]+,1,1,-785.2568406479
[M-H-C3H5O2]-,1,-1,-74.0362308521
[M+H+2i-C7H5NO4]+,1,1,-164.0078711879
[M+H-SO3]+,1,1,-78.94953809789999
[M+H-C11H14O]+,1,1,-161.0971886159
[M-H-C7H8N2O4S]-,1,-1,-217.02775387810001
[M+H-C11H11NO3]+,1,1,-204.06661675989997
[M+H+2i-CH2N2S]+,1,1,-70.97988230189999
[M+H+2i-C5H6]+,1,1,-63.0329637399
[M+H-C13H15O2]+,1,1,-202.0999282679
[M+H+2i-C7H5NO]+,1,1,-116.0231273279
[2M+Na-2H]-,2,-1,20.9746677959
[M-H-C4H4S2]-,1,-1,-116.98271796009999
[M+H-C13H8Cl2N2O3]+,1,1,-308.98392102389994
[M+H-C18H17F2N]+,1,1,-284.1256295319
[M+H-C2H6NO3P]+,1,1,-122.0012532299
[M-H-C15H16O7]-,1,-1,-309.0968793041
[M-H-C10H14O6]-,1,-1,-231.08631462009998
[2M+H+2i]+,2,1,3.0139864521
[M+H-C7H11NS]+,1,1,-140.0539435899
[M+H-H3BrN]+,1,1,-94.9376097439
[M+H+2i-C6H13N]+,1,1,-96.09081296389999
[M+H-CH3BrO]+,1,1,-108.9294503639
[M+H-C2H2O]+,1,1,-41.0032882319
[M+H-H2O2]+,1,1,-32.9982028519
[M+H-C9H14O2]+,1,1,-153.0921032359
[M-CH3]+,1,1,-15.0240236759
[M+H-C10H8F3NO]+,1,1,-214.0485220839
[M+H-C5H4N2O4]+,1,1,-155.0098301559
[M+H-C7H12ClNO4S]+,1,1,-240.01027978189998
[M-H-C3H8O3]-,1,-1,-93.05462056809999
[M+H-C8H7F3N2S]+,1,1,-219.0209271219
[M+H-C8H12O6]+,1,1,-203.05611165189998
[M+H-C4H3BrS]+,1,1,-160.9066064339
[M+H-H3NOS]+,1,1,-63.986257953899994
[M+H-C3H7ClO2]+,1,1,-109.0061806919
[M-H-C7H5BrO]-,1,-1,-184.9596533321
[M+H-C5H14O5]+,1,1,-153.07684709589998
[M-H-C6H8O3]-,1,-1,-129.05462056809998
[M+H-C6H5Cl2NO2S]+,1,1,-223.9345279979
[M+H-C5H9N5]+,1,1,-138.07851883589998
[M+H-H3NO4S2]+,1,1,-143.9430725039
[M-H-C3H6SO2]-,1,-1,-107.01612657409999
[M+H-C7H4Cl2O2]+,1,1,-188.9515582759
[M+H-C8H5NOS]+,1,1,-162.0019080179
[M+H-C14H14O6]+,1,1,-277.0717617159
[M+H-C3H7NO2S]+,1,1,-120.0124727019
[M+H-C12H22O2]+,1,1,-197.1547034919
[M+H+2i-CH2F2O]+,1,1,-64.9933846719
[M+H-C10H8F6O]+,1,1,-257.04065774389994
[M+H-C2H3BrO]+,1,1,-120.9294503639
[M+H-C8H7O3]+,1,1,-150.0322426319
[M+H+2i-C6H10]+,1,1,-79.0642638679
[M+H-C4H4N4O3S]+,1,1,-186.99313422589998
[M+H-C15H12FN3O]+,1,1,-268.08916377189996
[M-H-C3H3]-,1,-1,-40.0307515481
[M+H-C9H8N2O3]+,1,1,-191.04621566389997
[M-H-C11H18O9]-,1,-1,-295.1023586081
[M+H-C3H2FNO]+,1,1,-86.0047654519
[M+H-C9H10N2O3S]+,1,1,-225.03393641789998
[M+CH3OH-H]-,1,-1,31.0189385479
[M+H-C8H6N2O]+,1,1,-145.0407363599
[M+H-C12H28O14]+,1,1,-395.14062912389994
[M+H-C8H18O7]+,1,1,-225.09797646389998
[M+H-C5H7O5PS]+,1,1,-208.96790419190003
[M+H-4H2O]+,1,1,-71.0349835479
[M+H-CH3SO]+,1,1,-61.983183953899996
[M+H-C14H15NO]+,1,1,-212.1080876479
[M+H+2i-C2H2O]+,1,1,-38.9965782319
[M-H-C7H12O4]-,1,-1,-161.0808353161
[M+H-C11H18O7]+,1,1,-261.09797646389995
[M+H-C7H14O6]+,1,1,-193.07176171589998
[M+H+2i-H2BrO]+,1,1,-93.9149153319
[M+H-C12H14O2]+,1,1,-189.0921032359
[M+H-C13H14O2]+,1,1,-201.0921032359
[M+H-C15H26O4]+,1,1,-269.17583285989997
[M+H-C3H8]+,1,1,-43.055323803899995
[M+H-C19H27NO4]+,1,1,-332.18673189189997
[M+H-CH32O2PS2H]+,1,1,-171.1586818539
[M+H-C12H9NO]+,1,1,-182.0611374559
[M-H-CHFO]-,1,-1,-49.008419324100004
[M-H-C7H10O5]-,1,-1,-175.06009987209998
[M+H-C9H8N4O3S]+,1,1,-251.02443435389998
[M+H-C8H14O3]+,1,1,-157.08701785589997
[M+H-OH]+,1,1,-15.9954631999
[M+H-C2H4SO3]+,1,1,-106.98083822589999
[M+H-C5H11NO2]+,1,1,-116.0717021399
[M+H-C6H11NO4]+,1,1,-160.0615313799
[M+2i-H-C7H7N3O]-,1,-1,-148.0594782961
[M-H-C5H5NO]-,1,-1,-96.0443902321
[M-H-C7H6O3]-,1,-1,-139.03897050409998
[M-H-C6H7NO3]-,1,-1,-142.04986953609998
[M+Na-5H]4-,1,-4,17.9528384396
[M+H-S2]+,1,1,-62.9368649279
[M+H+2i-C9H10]+,1,1,-115.0642638679
[M+H-C10H20O5]+,1,1,-219.12379728789998
[2M+ClO3]-,2,-1,82.95414511989999
[M+H-C10H10]+,1,1,-129.0709738679
[M+H-H3ClO]+,1,1,-52.9799659439
[M+Li-H]+,1,1,6.007630388099999
[M+H+2i-C6H5BrO]+,1,1,-168.9383904279
[M+H-C8H9NO2]+,1,1,-150.0560520759
[M+H+2i-C2H4N2O2]+,1,1,-85.0132909159
[M+H-C8H10N2]+,1,1,-133.0771218679
[M+H-CClF3]+,1,1,-102.9567858879
[M+H-C11H14N2O7]+,1,1,-285.07282433589995
[M+H-C10H12N2O3S]+,1,1,-239.04958648189998
[M+H-C5H10N2O3]+,1,1,-145.06186572789997
[M-3H]3-,1,-3,-3.0218293563
[M+H+2i-C2H6ClN]+,1,1,-76.0048904199
[M+H-C10H15NO3S]+,1,1,-228.06998757789998
[M+H+2i-C4H7N]+,1,1,-66.0438627719
[M-H-C13H16O4]-,1,-1,-237.1121354441
[M-H-C16H14O3]-,1,-1,-255.10157076009997
[M+H-C18H30O17]+,1,1,-517.1410230478999
[M+H-C12H16O3]+,1,1,-207.10266791989997
[M+H-C11H19NO]+,1,1,-180.1393877759
[M+H-C8H4F3NO4S]+,1,1,-265.97403650589996
[M-H-C6H11O]-,1,-1,-100.0882664241
[M+H-C2H3ClNO]+,1,1,-90.9830399439
[M+H+2i-C4H8]+,1,1,-53.0486138039
[M+H-C7H4O]+,1,1,-103.0189382959
[M+H-C3H4SO]+,1,1,-86.9910089859
[M+H-C4H12]+,1,1,-59.0866239319
[M+H-C5H7BrN2]+,1,1,-172.9719838719
[M-H-C41H66O11]-,1,-1,-735.4677893841
[M+H-C12H12ClNO]+,1,1,-220.0534652319
[M+H-C7H6SO3]+,1,1,-168.9964882899
[M+H-C10H13ClN2O2S]+,1,1,-259.03134957389994
[M+H-C10H17N]+,1,1,-150.1288230919
[M+H-C5H9ClOS]+,1,1,-150.9989868259
[M+H+2i-CH2O2]+,1,1,-42.9914928519
[M+H-C22H40O18]+,1,1,-591.2141879879
[M+H-C4H7N]+,1,1,-68.0505727719
[M+2i-H-C4H9N]-,1,-1,-70.0740657401
[M+H+2i-C6H6N2O2S]+,1,1,-167.0010116699
[M+H-C5H5NO]+,1,1,-94.0298373279
[M+H-C18H21NO]+,1,1,-266.15503783989993
[M-H-C11H10O6]-,1,-1,-239.05501449209999
[M-H-C8H5NO2]-,1,-1,-148.0393048521
[M+H-C26H42O19]+,1,1,-657.2247526719
[M-H-C6H7FO]-,1,-1,-115.0553695161
[M+H-C4H9NO3]+,1,1,-118.05096669589999
[M+H-C4H3BrO]+,1,1,-144.9294503639
[M-H-C14H24O4]-,1,-1,-257.17473570010003
[M+H-C10H13]+,1,1,-132.0944489639
[M-H-C15H20O5]-,1,-1,-281.1383501921
[M+H+2i-C4H9NO]+,1,1,-84.0544274559
[M+H-C10H20]+,1,1,-139.1492241879
[M+H-C29H48O25]+,1,1,-795.2411905839
[M+H-C9H14O3]+,1,1,-169.08701785589997
[M+H-C15H12FN]+,1,1,-224.0881011519
[M+H-C2H3FO]+,1,1,-61.0095164839
[M+H-C2H3NO2]+,1,1,-72.0091018839
[M+H-C12H20]+,1,1,-163.1492241879
[M+H-C7H8ClN]+,1,1,-140.0272504839
[M+H-C22H30O4]+,1,1,-357.20713298789997
[M+H-C15H26O]+,1,1,-221.1910889999
[M+H-C7H7NS]+,1,1,-136.0226434619
[M-H-C7H6F2N2O]-,1,-1,-173.0520957041
[M+H-C8H13NO]+,1,1,-138.0924375839
[M-H-C8H11NO2]-,1,-1,-154.0862550441
[M+H-C10H15N3O2]+,1,1,-208.1091502679
[M+H-C10H8O]+,1,1,-143.0502384239
[M+H-H2SO4]+,1,1,-96.96010278189999
[M-H-CH4F2O3]-,1,-1,-103.0201268801
[M-H-C6H9NO3S]-,1,-1,-176.03759029009998
[M+H-C10H10N2O2]+,1,1,-189.0669511079
[M+H-C16H24FNO]+,1,1,-264.17691615589996
[M-H-C12H14SO8]-,1,-1,-319.0482145501
[M+H-C18H34O16]+,1,1,-505.17740855589994
[M+H-C10H10ClN3]+,1,1,-206.0490485479
[M+H-C25H44O21]+,1,1,-679.2302319759
[M+H-H3FN2O]+,1,1,-65.0156644839
[M+H+2i-C3H4N2S]+,1,1,-96.99553236589999
[M+H-C6H10N2O2]+,1,1,-141.0669511079
[M+H-H2S]+,1,1,-32.9804443019
[M+H+2i-C2H5N]+,1,1,-40.028212707899996
[M+H-C13H24O3]+,1,1,-227.16526817589997
[M-H-C9H18O2]-,1,-1,-159.1379562681
[M+H-C7H18O8]+,1,1,-229.09289108389999
[M+H-C24H44O-H2O]+,1,1,-365.3425045758999
[M+H-C23H30O13]+,1,1,-513.1613645679
[M+2i-H-CF2]-,1,-1,-48.9973728921
[M-H-C5H7NS]-,1,-1,-114.03719636609999
[M-H-C14H26O6]-,1,-1,-291.18021500410003
[M-H-C2H7NO2S]-,1,-1,-110.0270256061
[M+H-C4H10N2O]+,1,1,-101.0720364879
[M+H-C15H24N2O2]+,1,1,-263.17650155589996
[M+H-H2O-2i]+,1,1,-19.009998547899997
[M+H-C20H36O8]+,1,1,-403.2337416599
[M+H-NH2]+,1,1,-15.011447611900001
[M-H-C16H12O2]-,1,-1,-237.0910060761
[M-H-C2H3N3]-,1,-1,-70.0399735481
[M+H-C12H20O5]+,1,1,-243.12379728789998
[M+H-C12H17NO]+,1,1,-190.1237377119
[M+H-C9H13NO2]+,1,1,-166.0873522039
[M+H-C2H4FN]+,1,1,-60.025500895899995
[M-H-C13H14O3]-,1,-1,-219.10157076009997
[M-H-C6H8O6]-,1,-1,-177.0393644281
[M+H-C2H2N2OS]+,1,1,-100.98150692189999
[M-H-C4H8SO4]-,1,-1,-153.0216058781
[M+H+2i-C5H6N4O2]+,1,1,-151.0350889799
[M+H-C7H6N2O]+,1,1,-133.0407363599
[M+H-C8H9N3O4S]+,1,1,-242.0241000059
[M+H-C8H4FNO]+,1,1,-148.0204155159
[M+H-C2H6N2S]+,1,1,-89.0178924299
